activity_id,title,description,status,start_date,end_date,spent_time,expected_time
76,Pertiner?,"Cum autem omnia officia a principiis naturae proficiscantur, ab isdem necesse est proficisci ipsam sapientiam. sed quem ad modum saepe fit, ut is, qui commendatus sit alicui, pluris eum faciat, cui commendatus sit, quam illum, a quo, sic minime mirum est primo nos sapientiae commendari ab initiis naturae, post aute?",FINISHED,2015-07-02,2015-07-08,2965,2880
77,Constitut.,"Negat esse eam, inquit, propter seexpetendam. Aliud igitur esse censet gaudere, aliud non dolere. Etquidem, inquit, vehementer errat; nam, ut paulo ante docui, augendae voluptatis finis est doloris omnis amotio. Non dolere, inquam, istud quam vim habeat postea videro; aliam vero vimvoluptatis esse, aliam nihil dolendi, nisi valde pertinax fueris?",FINISHED,2015-07-08,2015-07-14,2961,2880
78,S?,"Constituto autem illo, de quo ante diximus, quod honestum esset, id esse solum bonum, intellegi necesse est pluris id, quod honestum sit, aestimandum esse quam illa media, quae ex eo comparentur. stultitiam autem et timiditatem et iniustitiam et intemperantiam cum dicimus esse fugiendas propter eas res, quae ex ipsis eveniant?",FINISHED,2015-07-14,2015-07-20,2826,2880
79,Fieri.,"Ad easque virtutes, de quibus disputatum est, dialecticam etiam adiungunt et physicam, easque ambas virtutum nomine appellant, alteram, quod habeat rationem, ne cui falso adsentiamur neve umquam captiosa probabilitate fallamur, eaque, quae de bonis et malis didicerimus, ut tenere tuerique possimus. nam sine hac arte quemvis arbitrantur a vero abduc?",FINISHED,2015-07-20,2015-07-26,2790,2880
80,Han!,"Pertinere autem ad rem arbitrantur intellegi natura fieri ut liberi a parentibus amentur. a quo initio profectam communem humani generis societatem persequimur. quod primum intellegi debet figura membrisque corporum, quae ipsa declarant procreandi a natura habitam esse rationem. neque vero haec inter se congruere possent, ut natura et procreari velle.",FINISHED,2015-07-26,2015-08-01,2923,2880
81,Audi?,"Sed haec quidem liberius ab eodicuntur et saepius. quod equidem non reprehendo; est enim tantiphilosophi tamque nobilis audacter sua decreta defendere. sed tamenex eo, quod eam voluptatem, quam omnes gentes hoc nomine appellant, videtur amplexari saepe vehementius, in magnis interdum versaturangustiis, ut hominum conscientia remota nihil tam turpe sit, quodvoluptati.",FINISHED,2015-08-01,2015-08-07,2944,2880
82,Extremu!,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill!",FINISHED,2015-08-07,2015-08-13,2959,2880
83,Qua!,"Atque haec quidem de rerum nominibus. de ipsis rebus autem saepenumero, Brute, vereor ne reprehendar, cum haec ad te scribam, qui cum in philosophia, tum in optimo genere philosophiae tantum processeris. quod si facerem quasi te erudiens, iure reprehenderer. sed ab eo plurimum absum neque, ut ea cognoscas, quae tib!",FINISHED,2015-08-13,2015-08-19,2913,2880
84,Qua?,"In his primis naturalibus voluptasinsit necne, magna quaestio est. nihil vero putare esse praetervoluptatem, non membra, non sensus, non ingenii motum, nonintegritatem corporis, non valitudinem , summae mihividetur inscitiae. Atque ab isto capite fluere necesse est omnemrationem bonorum et malorum. Polemoni et iam ante Aristoteli eaprima visa sunt, quae paul.",FINISHED,2015-08-19,2015-08-25,2959,2880
85,S.,"Esto, fecerit, si ita vis, Torquatus propter suas utilitates - malo enim dicere quamvoluptates, in tanto praesertim viro - num etiam eius collega P.Decius, princeps in ea familia consulatus, cum se devoverat et equoadmisso in mediam aciem Latinorum irruebat, aliquid de voluptatibussuis cogitabat? ubi ut eam caperet aut quando? cu!",FINISHED,2015-08-25,2015-08-31,2887,2880
86,Amicitia?,"Id qui in una virtute ponunt et splendore nominis capti quid natura postulet non intellegunt, errore maximo, si Epicurum audire voluerint, liberabuntur: istae enim vestrae eximiae pulchraeque virtutes nisi voluptatem efficerent, quis eas aut laudabilis aut expetendas arbitraretur? ut enim medicorum scientiam non ipsius artis, sed bonae valetudinis causa probamus.",FINISHED,2015-08-31,2015-09-06,2858,2880
87,Atqu?,"Ne tu, inquam, Cato, verbis illustribus et id, quod vis, declarantibus! itaque mihi videris Latine docere philosophiam et ei quasi civitatem dare. quae quidem adhuc peregrinari Romae videbatur nec offerre sese nostris sermonibus, et ista maxime propter limatam quandam et rerum et verborum tenuitatem. scio enim esse quosdam, qui quavi?",FINISHED,2015-09-06,2015-09-12,2873,2880
88,Atqu?,"Nec vero ignoro varias philosophorum fuisse sententias, eorum dico, qui summum bonum, quod ultimum appello, in animo ponerent. quae quamquam vitiose quidam secuti sunt, tamen non modo iis tribus, qui virtutem a summo bono segregaverunt, cum aut voluptatem aut vacuitatem doloris aut prima naturae in summis bonis ponerent, sed etia!",FINISHED,2015-09-12,2015-09-18,2906,2880
89,Est.,"Praeclare, inquit, facis, cum et eorum memoriam tenes, quorum uterque tibi testamento liberos suos commendavit, et puerum diligis. quod autem meum munus dicis non equidem recuso, sed te adiungo socium. addo etiam illud, multa iam mihi dare signa puerum et pudoris et ingenii, sed aetatem vides. Video equidem, inquam, se.",FINISHED,2015-09-18,2015-09-24,2980,2880
90,Veru.,"Atque his tribus generibushonestorum notatis quartum sequitur et in eadem pulchritudine etaptum ex illis tribus, in quo inest ordo et moderatio. cuiussimilitudine perspecta in formarum specie ac dignitate transitumest ad honestatem dictorum atque factorum. nam ex his tribuslaudibus, quas ante dixi, et temeritatem reformidat et non audetcuiquam aut dicto proterv.",FINISHED,2015-09-24,2015-09-30,2874,2880
91,Qua?,"Elicerem ex te cogeremque, utresponderes, nisi vererer ne Herculem ipsum ea, quae pro salutegentium summo labore gessisset, voluptatis causa gessisse diceres.Quae cum dixissem, Habeo, inquit Torquatus, ad quos ista referam, et, quamquam aliquid ipse poteram, tamen invenire malo paratiores.Familiares nostros, credo, Sironem dicis et Philodemum, cum optimosviros, tum homines doctissimos.",FINISHED,2015-09-30,2015-10-06,2891,2880
92,Amicitia?,"Heri, inquam, ludis commissis ex urbe profectus veni ad vesperum. causa autem fuit huc veniendi ut quosdam hinc libros promerem. et quidem, Cato, hanc totam copiam iam Lucullo nostro notam esse oportebit; nam his libris eum malo quam reliquo ornatu villae delectari. est enim mihi magnae curae - quamquam ho?",FINISHED,2015-10-06,2015-10-12,2819,2880
93,Resta.,"Pertinere autem ad rem arbitrantur intellegi natura fieri ut liberi a parentibus amentur. a quo initio profectam communem humani generis societatem persequimur. quod primum intellegi debet figura membrisque corporum, quae ipsa declarant procreandi a natura habitam esse rationem. neque vero haec inter se congruere possent, ut natura et procreari velle!",FINISHED,2015-10-12,2015-10-18,2976,2880
94,Ii!,"Est, ut dicis, inquam. sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. istius modi autem res dicere ornate velle puerile est, plane autem et perspicue expedire posse docti et intellegentis viri. Progrediamur igitur, quoniam, inquit, ab his principiis naturae discessimus, quibus congruere debent quae sequuntur.",FINISHED,2015-10-18,2015-10-24,2951,2880
95,Age!,"Ut enim, inquit, nemo dicit in regia regem ipsum quasi productum esse ad dignitatem (id est enim prohgmanon), sed eos, qui in aliquo honore sunt, quorum ordo proxime accedit, ut secundus sit, ad regium principatum, sic in vita non ea, quae primo loco sunt, sed ea, quae secundum locum optinent!",FINISHED,2015-10-24,2015-10-30,2996,2880
96,Honestu!,"Quodsi ne ipsarum quidem virtutum laus, in qua maxime ceterorum philosophorum exultat oratio, reperire exitum potest, nisi derigatur ad voluptatem, voluptas autem est sola, quae nos vocet ad se et alliciat suapte natura, non potest esse dubium, quin id sit summum atque extremum bonorum omnium, beateque vivere nihil aliud si!",FINISHED,2015-10-30,2015-11-05,2791,2880
97,Audi.,"Sed tamen nonne reprehenderes, Epicure, luxuriosos ob eam ipsam causam, quod ita viverent, utpersequerentur cuiusque modi voluptates, cum esset praesertim, utais tu, summa voluptas nihil dolere? atqui reperiemus asotos primumita non religiosos, ut edint de patella, deinde ita mortem nontimentes, ut illud in ore habeant ex Hymnide: 'Mihi sex mensessati!",FINISHED,2015-11-05,2015-11-11,2766,2880
98,Honestu!,"Sed cum ab his omnia proficiscantur officia, non sine causa dicitur ad ea referri omnes nostras cogitationes, in his et excessum e vita et in vita mansionem. in quo enim plura sunt quae secundum naturam sunt, huius officium est in vita manere; in quo autem aut sunt plura contraria au!",FINISHED,2015-11-11,2015-11-17,2844,2880
99,Memin!,"Heri, inquam, ludis commissis ex urbe profectus veni ad vesperum. causa autem fuit huc veniendi ut quosdam hinc libros promerem. et quidem, Cato, hanc totam copiam iam Lucullo nostro notam esse oportebit; nam his libris eum malo quam reliquo ornatu villae delectari. est enim mihi magnae curae - quamquam ho?",FINISHED,2015-11-17,2015-11-23,2819,2880
100,Videmu?,"Iustitia restat, ut de omni virtute sit dictum. sed similia fere dici possunt. ut enim sapientiam, temperantiam, fortitudinem copulatas esse docui cum voluptate, ut ab ea nullo modo nec divelli nec distrahi possint, sic de iustitia iudicandum est, quae non modo numquam nocet cuiquam, sed contra semper afficit cum v.",FINISHED,2015-11-23,2015-11-29,2968,2880
101,U!,"Sed possunt haec quadam ratione dici non modo non repugnantibus, verum etiam approbantibus nobis. sic enim ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita. his rebus instructus semper est i!",FINISHED,2015-11-29,2015-12-05,2819,2880
102,Hu.,"Multi enim et magni philosophihaec ultima bonorum iuncta fecerunt, ut Aristoteles virtutis usumcum vitae perfectae prosperitate coniunxit, Callipho adiunxit adhonestatem voluptatem, Diodorus ad eandem honestatem addiditvacuitatem doloris. idem fecisset Epicurus, si sententiam hanc, quae nunc Hieronymi est, coniunxisset cum Aristippi veteresententia. illi enim inter se dissentiunt. propterea singulisfinibus utuntur et!",FINISHED,2015-12-05,2015-12-11,2837,2880
103,Cupiditate?,"Laelius clamoressofw ille so lebat Edere compellans gumias ex ordinenostros. praeclare Laelius, et recte sofw, illudque vere: OPubli, o gurges, Galloni! es homo miser, inquit. Cenasti in vitanumquam bene, cum omnia in ista Consumis squilla atque acupenserecum decimano. is haec loquitur, qui in voluptate nihil ponens negateum bene cenare, qu.",FINISHED,2015-12-11,2015-12-17,2942,2880
104,Sic.,"Audi, ne longe abeam, moriens quiddicat Epicurus, ut intellegas facta eius cum dictis discrepare:'Epicurus Hermarcho salutem. Cum ageremus', inquit, 'vitae beatumet eundem supremum diem, scribebamus haec. tanti autem aderantvesicae et torminum morbi, ut nihil ad eorum magnitudinem possetaccedere.' Miserum hominem! Si dolor summum malum est, dici aliternon potest. sed audiamu!",FINISHED,2015-12-17,2015-12-23,2820,2880
105,U!,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill.",FINISHED,2015-12-23,2015-12-29,2781,2880
106,Omn!,"Pertinere autem ad rem arbitrantur intellegi natura fieri ut liberi a parentibus amentur. a quo initio profectam communem humani generis societatem persequimur. quod primum intellegi debet figura membrisque corporum, quae ipsa declarant procreandi a natura habitam esse rationem. neque vero haec inter se congruere possent, ut natura et procreari velle.",FINISHED,2015-12-29,2016-01-04,2961,2880
107,Omn?,"An tu me de L. Tubulo putasdicere? qui cum praetor quaestionem inter sicarios exercuisset, itaaperte cepit pecunias ob rem iudicandam, ut anno proximo P.Scaevola tribunus plebis ferret ad plebem vellentne de ea requaeri. quo plebiscito decreta a senatu est consuli quaestio Cn.Caepioni. profectus in exilium Tubulus statim nec respondere ausus;era?",FINISHED,2016-01-04,2016-01-10,2860,2880
108,S.,"Bestiarum vero nullum iudiciumputo. quamvis enim depravatae non sint, pravae tamen esse possunt.ut bacillum aliud est inflexum et incurvatum de industria, aliudita natum, sic ferarum natura non est illa quidem depravata maladisciplina, sed natura sua. nec vero ut voluptatem expetat, naturamovet infantem, sed tantum ut se ipse diligat, ut integru.",FINISHED,2016-01-10,2016-01-16,2770,2880
109,S.,"At multis se probavit. Et quidemiure fortasse, sed tamen non gravissimum est testimoniummultitudinis. in omni enim arte vel studio vel quavis scientia velin ipsa virtute optimum quidque rarissimum est. ac mihi quidem, quod et ipse bonus vir fuit et multi Epicurei et fuerunt et hodiesunt et in amicitiis fideles e?",FINISHED,2016-01-16,2016-01-22,2952,2880
110,Ia?,"Ut autem a facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. quam a nobis sic intelleges eitam, ut ab ipsis, qui eam disciplinam probant, non soleat accuratius explicari; verum enim invenire volumus, non tamquam adversarium aliquem convincere. accurate autem quondam a L. Torquato, homine omni doctrin?",FINISHED,2016-01-22,2016-01-28,2811,2880
111,Laeliu?,"Sed de clarorum hominum factis illustribus et gloriosis satis hoc loco dictum sit. erit enim iam de omnium virtutum cursu ad voluptatem proprius disserendi locus. nunc autem explicabo, voluptas ipsa quae qualisque sit, ut tollatur error omnis imperitorum intellegaturque ea, quae voluptaria, delicata, mollis habeatur disciplina, quam gravis, quam continens!",FINISHED,2017-06-19,2017-06-23,1874,1920
112,No.,"Ut autem a facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. quam a nobis sic intelleges eitam, ut ab ipsis, qui eam disciplinam probant, non soleat accuratius explicari; verum enim invenire volumus, non tamquam adversarium aliquem convincere. accurate autem quondam a L. Torquato, homine omni doctrin.",FINISHED,2017-06-23,2017-06-27,2015,1920
113,S!,"Qua igitur re ab deo vincitur, siaeternitate non vincitur? in qua quid est boni praeter summamvoluptatem, et eam sempiternam? quid ergo attinet gloriose loqui, nisi constanter loquare? In voluptate corporis - addam, si vis,'animi', dum ea ipsa, ut vultis, sit e corpore - situm est viverebeate. Quid? istam voluptatem perpetua!",FINISHED,2017-06-27,2017-07-01,2026,1920
114,Tu!,"Haec mirabilia videri intellego, sed cum certe superiora firma ac vera sint, his autem ea consentanea et consequentia, ne de horum quidem est veritate dubitandum. sed quamquam negant nec virtutes nec vitia crescere, tamen utrumque eorum fundi quodam modo et quasi dilatari putant. Divitias autem Diogenes censet eam modo vi!",FINISHED,2017-07-01,2017-07-05,2001,1920
